W0,W1_1,W1_2,W1_3,W1_4,W1_5,W1_6,W1_7,W1_8,W1_9,W1_10,W1_11,W1_12,W1_13,W1_14,W1_15,W1_16,W1_17,W1_18,W1_19,W1_20
6.97E-02,0.0611253994,-0.0138098755,0.0760156792,-0.0083754801,-0.0435551032,0.0376383883,0.0499730067,0.0096414495,-0.063690965,-0.032623187,-0.0463626632,-0.0104373888,-0.0218305231,-0.0295738601,0.0052586277,-0.0207051078,0.0317427781,-0.043871958,0.0249781579,-0.0227673371
