W0,W1_1,W1_2,W1_3,W1_4,W1_5,W1_6,W1_7,W1_8,W1_9,W1_10,W1_11,W1_12,W1_13,W1_14,W1_15,W1_16,W1_17,W1_18,W1_19,W1_20
2.64E+01,13.8441459667,-8.2431583889,-5.4509252904,-3.095126905,-9.1211266197,-3.9578287081,16.1495009111,-23.075720308,-28.0517198482,8.8210726337,-12.7778875158,-11.7456393456,14.8795251577,12.440737992,-5.2920293865,12.4579860824,28.1960822582,-6.5399940964,-0.5419663574,-4.8510232099
